,show_id,title,keyword
2677,s4434,Do Dooni Chaar,"A struggling math teacher holds down a second job to keep his family afloat. But when he receives a wedding invitation, he's determined to attend. Comedies InternationalMovies RishiKapoor NeetuSingh AditiVasudev HabibFaisal Movie"
2678,s4435,Edge of Fear,"During a wilderness getaway, a gang of sociopathic criminals kidnap a woman and assault her husband, who must summon all his strength to save her. IndependentMovies Thrillers ShenLin RobertPatrick ZhuZhu BobbyRoth Movie"
2679,s4436,"Edmilson Filho: Notas, Comedy about Relationships","Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women. Stand-UpComedy EdmilsonFilho HalderGomes Movie"
2680,s4438,Gaddar: the Traitor,An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor. Dramas InternationalMovies Thrillers HarbhajanMann ManpneetGrewal AshishDuggal AmitojMann Movie
2681,s4439,Ghanchakkar,"Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more. Comedies InternationalMovies Thrillers EmraanHashmi VidyaBalan RajeshSharma RajKumarGupta Movie"
2682,s4440,Grandmaster,"Anticipating the next move in a serial killer's grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims. InternationalMovies Thrillers MithraKurian AnoopMenon Mohanlal B.Unnikrishnan Movie"
2683,s4441,Hattrick,Stories of personal victories coincide with Team India's battle for the Cricket World Cup in this engaging ensemble drama. Comedies Dramas InternationalMovies NanaPatekar PareshRawal KunalKapoor MilanLuthria Movie
2684,s4442,Heroine,One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life. Dramas InternationalMovies KareenaKapoor ArjunRampal RandeepHooda MadhurBhandarkar Movie
2685,s4443,Himmatwala,A young man returns to his native village on a mission of vengeance after his father commits suicide in the wake of false accusations. Action&Adventure Comedies InternationalMovies AjayDevgn TamannaahBhatia PareshRawal SajidKhan Movie
2686,s4444,Husbands in Goa,"Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa. Comedies InternationalMovies Music&Musicals Jayasurya Indrajith AsifAli SajiSurendran Movie"
2687,s4445,Jatts in Golmaal,"Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant. Comedies InternationalMovies Music&Musicals AryaBabbar SamikshaSingh GurpreetGuggi KsshitijChaudhary Movie"
2688,s4446,Kai Po Che!,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons. Dramas InternationalMovies SportsMovies RajkummarRao AmitSadh SushantSinghRajput AbhishekKapoor Movie
2689,s4447,Kalakalappu,"Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop. Comedies InternationalMovies Music&Musicals Vimal Anjali Shiva SundarC. Movie"
2690,s4448,Katt Williams: The Pimp Chronicles: Pt. 1,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America. Stand-UpComedy KattWilliams AnthonyAnderson GaryBinkow Movie"
2691,s4449,Katti Batti,"After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them. Comedies Dramas InternationalMovies ImranKhan KanganaRanaut AbhishekSaha NikhilAdvani Movie"
2692,s4450,Life in a ... Metro,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive. Dramas InternationalMovies Music&Musicals Dharmendra IrrfanKhan KonkonaSenSharma AnuragBasu Movie
2693,s4451,Marc Maron: Thinky Pain,"Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend. Stand-UpComedy MarcMaron LanceBangs Movie"
2694,s4452,Mumbai Meri Jaan,"A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers. Dramas InternationalMovies Madhavan IrrfanKhan SohaAliKhan NishikantKamat Movie"
2695,s4453,Mundeyan Ton Bachke Rahin,"When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love. Comedies InternationalMovies Music&Musicals RoshanPrince JassiGill SimranKaurMundi NavinderPalSingh Movie"
2696,s4454,No One Killed Jessica,This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice. Dramas InternationalMovies RaniMukerji VidyaBalan MyraKarn RajKumarGupta Movie
2697,s4455,Oye Lucky! Lucky Oye!,"Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of. Comedies Dramas InternationalMovies AbhayDeol PareshRawal NeetuChandra DibakarBanerjee Movie"
2698,s4456,Paan Singh Tomar,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned. Action&Adventure Dramas InternationalMovies IrrfanKhan MahieGill RajendraGupta TigmanshuDhulia Movie
2699,s4457,Raja Natwarlal,A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster. Dramas InternationalMovies Thrillers EmraanHashmi HumaimaMalik PareshRawal KunalDeshmukh Movie
2700,s4458,Satyagraha,"In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption. Dramas InternationalMovies Music&Musicals KareenaKapoor AmitabhBachchan AjayDevgn PrakashJha Movie"
2701,s4459,Settai,"Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates. Comedies InternationalMovies Music&Musicals Arya Anjali HansikaMotwani R.Kannan Movie"
2702,s4460,Sigaram Thodu,A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case. Dramas InternationalMovies Thrillers VikramPrabhu Sathyaraj MonalGajjar GauravNarayanan Movie
2703,s4461,Sommore: The Reign Continues,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina. Stand-UpComedy Sommore KevinLayne Movie"
2704,s4463,The Untold Tales of Armistead Maupin,"This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion. Documentaries LGBTQMovies ArmisteadMaupin NeilGaiman LauraLinney JenniferM.Kroot Movie"
2705,s4464,Vaya,"Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive. Dramas IndependentMovies InternationalMovies MncedisiShabangu SihleXaba SibusisoMsimang AkinOmotoso Movie"
2706,s4465,Welcome to Sajjanpur,"An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests. Comedies Dramas InternationalMovies ShreyasTalpade AmritaRao RaviKishan ShyamBenegal Movie"
2707,s4467,Zokkomon,"When his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along. Children&FamilyMovies Dramas DarsheelSafary AnupamKher ManjariFadnis SatyajitBhatkal Movie"
2708,s4468,Gun City,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war. Dramas InternationalMovies Thrillers LuisTosar MichelleJenner VicenteRomero DanidelaTorre Movie"
2709,s4469,Heneral Luna,Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899. Dramas InternationalMovies JohnArcilla MonConfiado ArronVillaflor JerroldTarog Movie
2710,s4471,Dragon Tiger Gate,Dragon and his fellow students at Dragon Tiger Gate martial arts school team up to battle the ferocious villain Shibumi. Action&Adventure InternationalMovies DonnieYen NicholasTse ShawnYue WilsonYip Movie
2711,s4472,Been So Long,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart. Dramas InternationalMovies Music&Musicals MichaelaCoel ArinzéKene GeorgeMacKay TingeKrishnan Movie
2712,s4473,Dovlatov,"Over six days in 1971, brilliant writer Sergei Dovlatov encounters maddening barriers to publishing his work under the repressive Soviet regime. Dramas InternationalMovies MilanMaric DanilaKozlovsky HelenaSujecka AlekseyGerman Movie"
2713,s4474,Jefe,"A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption. Comedies Dramas InternationalMovies LuisCallejo JuanaAcosta CarloD'Ursi SergioBarrejón Movie"
2714,s4478,W/O Ram,"Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger. Dramas InternationalMovies Thrillers LakshmiManchu AadarshBalakrishna PriyadarshiPullikonda VijayYelakanti Movie"
2715,s4481,Ronnie Coleman: The King,"Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals. Documentaries RonnieColeman VladYudin Movie"
2716,s4482,Baahubali: The Beginning (English Version),Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic. Action&Adventure Dramas InternationalMovies Prabhas RanaDaggubati AnushkaShetty S.S.Rajamouli Movie
2717,s4483,ADAM SANDLER 100% FRESH,"From ""Heroes"" to ""Ice Cream Ladies"" – Adam Sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way. Stand-UpComedy AdamSandler SteveBrill Movie"
2718,s4485,Scorpion King 5: Book of Souls,The Scorpion King joins forces with a Nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished. Action&Adventure Sci-Fi&Fantasy ZachMcGowan PearlThusi NathanJones DonMichaelPaul Movie
2719,s4487,How to Get Over a Breakup,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success. Comedies InternationalMovies RomanticMovies GiselaPoncedeLeón KarinaJordán JelyReátegui JoannaLombardi,BrunoAscenzo Movie"
2720,s4491,"Club de Cuervos Presents: I, Potro",Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family. Movies JoaquínFerreira MarcelaÁlvarez BenjamínAlfonso MarcosBucay Movie
2721,s4493,Gnome Alone,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world. Children&FamilyMovies Comedies BeckyG. JoshPeck TaraStrong PeterLepeniotis Movie"
2722,s4494,Illang: The Wolf Brigade,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby. Action&Adventure InternationalMovies Sci-Fi&Fantasy GangDong-won HanHyo-joo JungWoo-sung KimJee-woon Movie"
2723,s4497,Naa Bangaaru Talli,"A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking. Dramas InternationalMovies Siddique AnjaliPatil LakshmiMenon RajeshTouchriver Movie"
2724,s4500,S Storm,Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting. Action&Adventure InternationalMovies LouisKoo JulianCheung VicChou DavidLam Movie
2725,s4501,The Night Comes for Us,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters. Action&Adventure InternationalMovies JoeTaslim IkoUwais AshaKenyeriBermudez TimoTjahjanto Movie"
2726,s4503,Mr. Chandramouli,"When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge. Dramas InternationalMovies Thrillers Karthik GautamKarthik ReginaCassandra Thiru Movie"
2727,s4506,"Ron White: If You Quit Listening, I'll Shut Up","Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese. Stand-UpComedy RonWhite TomForrest Movie"
2728,s4507,Meghnadbodh Rohoshyo,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic. Dramas InternationalMovies BarunChanda SabyasachiChakraborty AnikDatta Movie"
2729,s4508,Sanju,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt. Dramas InternationalMovies RanbirKapoor VickyKaushal PareshRawal RajkumarHirani Movie"
2730,s4510,Soorma,This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed. Dramas InternationalMovies SportsMovies DiljitDosanjh TapseePannu AngadBedi ShaadAli Movie
2731,s4511,Apostle,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island. HorrorMovies InternationalMovies Thrillers DanStevens LucyBoynton MichaelSheen GarethEvans Movie"
2732,s4513,Errementari: The Blacksmith and the Devil,"A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore. HorrorMovies InternationalMovies Sci-Fi&Fantasy KandidoUranga UmaBracaglia EnekoSagardoy PaulUrkijoAlijo Movie"
2733,s4515,FIGHTWORLD,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations. Docuseries FrankGrillo PadraicMcKinley TV Show"
2734,s4516,Kuntilanak,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it. HorrorMovies InternationalMovies SandrinnaMSkornicki AurélieMoeremans FeroWalandouw RizalMantovani Movie
2735,s4520,The Kindergarten Teacher,A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession. Dramas IndependentMovies MaggieGyllenhaal ParkerSevak GaelGarcíaBernal SaraColangelo Movie
2736,s4523,22 July,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story. Dramas Thrillers AndersDanielsenLie JonØigarden JonasStrandGravli PaulGreengrass Movie"
2737,s4525,Tales From the Hood 2,"Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance. CultMovies HorrorMovies IndependentMovies KeithDavid BryanBatt AlexandriaDeberry RustyCundieff,DarinScott Movie"
2738,s4526,Mo Amer: The Vagabond,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship. Stand-UpComedy MoAmer StanLathan Movie"
2739,s4527,Pulang,"Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse. Action&Adventure Dramas InternationalMovies PuteriAishah RemyIshak AlvinWong KabirBhatia Movie"
2740,s4529,Seven in Heaven,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever. HorrorMovies TravisTope HaleyRamm JacindaBarrett ChrisEigeman Movie
2741,s4533,Malevolent,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real. HorrorMovies Thrillers FlorencePugh BenLloyd-Hughes CeliaImrie OlafdeFleur Movie"
2742,s4534,Private Life,"Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece. Comedies Dramas IndependentMovies PaulGiamatti KathrynHahn KayliCarter TamaraJenkins Movie"
2743,s4538,The Black Prince,"After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama. Dramas InternationalMovies SatinderSartaaj ShabanaAzmi JasonFlemyng KaviRaz Movie"
2744,s4539,Truth or Dare,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all. HorrorMovies CassandraScerbo BrytniSarpy MasonDye NickSimon Movie"
2745,s4540,Death Race: Beyond Anarchy,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race."" Action&Adventure ZachMcGowan DannyGlover FrederickKoehler DonMichaelPaul Movie"
2746,s4541,Eric ldle's What About Dick?,"In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano. Comedies Music&Musicals RussellBrand BillyConnolly TimCurry EricIdle,AubreyPowell Movie"
2747,s4542,Joe Rogan: Strange Times,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston. Stand-UpComedy JoeRogan AnthonyGiordano Movie"
2748,s4544,Monty Python Conquers America,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics. Documentaries GrahamChapman EricIdle TerryJones WillYapp Movie
2749,s4545,"Monty Python Live (Mostly): One Down, Five to Go","Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance. Comedies JohnCleese TerryGilliam EricIdle EricIdle Movie"
2750,s4546,Monty Python: Before the Flying Circus,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe. Comedies Documentaries GrahamChapman EricIdle TerryJones WillYapp Movie"
2751,s4548,Monty Python: Live at The Hollywood Bowl,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."" Comedies GrahamChapman JohnCleese TerryGilliam TerryHughes,IanMacNaughton Movie"
2752,s4549,Monty Python: The Meaning of Live,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus. Documentaries JohnCleese TerryGilliam EricIdle RogerGraef,JamesRogan Movie"
2753,s4553,Monty Python's Life of Brian,"Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter. ClassicMovies Comedies CultMovies GrahamChapman JohnCleese TerryGilliam TerryJones Movie"
2754,s4555,Parrot Sketch Not Included: Twenty Years of Monty Python,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series. Comedies SteveMartin JohnCleese GrahamChapman IanMacNaughton Movie"
2755,s4557,25 Kille,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over. Action&Adventure Dramas InternationalMovies GugguGill YograjSingh SoniaMann SimranjitSinghHundal Movie"
2756,s4558,A Witches' Ball,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast. Children&FamilyMovies MorganNeundorf KarenSlater LoukiaIoannou JustinG.Dyck Movie"
2757,s4559,Agyaat,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear. HorrorMovies InternationalMovies AdeshBhardwaj RasikaDugal JoyFernandes RamGopalVarma Movie
2758,s4560,Anjaan,"Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head. Action&Adventure Dramas InternationalMovies Suriya SamanthaRuthPrabhu VidyutJammwal N.Linguswamy Movie"
2759,s4561,Bathinda Express,An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences. Dramas InternationalMovies SportsMovies DeepJoshi JasmineKaur MohitBhaskar DeepJoshi Movie
2760,s4562,Delhi 6,"In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots. Dramas InternationalMovies AbhishekBachchan SonamKapoor WaheedaRehman RakeyshOmprakashMehra Movie"
2761,s4563,Dev.D,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths. Dramas InternationalMovies RomanticMovies AbhayDeol MahieGill KalkiKoechlin AnuragKashyap Movie"
2762,s4564,Dil Vil Pyaar Vyaar,"Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first. InternationalMovies Music&Musicals RomanticMovies GurdasMaan NeeruBajwa JassiGill ManjeetMaan Movie"
2763,s4565,Dushman,An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives. Dramas InternationalMovies KartarCheema JashanSingh SakshiGulati ShaguftaRafique Movie
2764,s4566,Ek Main Aur Ekk Tu,Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy. Comedies InternationalMovies RomanticMovies KareenaKapoor ImranKhan BomanIrani ShakunBatra Movie
2765,s4567,Freedom at Midnight,"Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway. Dramas IndependentMovies InternationalMovies AntonyVarghese Vinayakan ChembanVinodJose TinuPappachan Movie"
2766,s4568,Haani,"When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart. Dramas InternationalMovies Music&Musicals SarabjitCheema MahreenKaleka HarbhajanMann AmitojMann Movie"
2767,s4569,Happy Go Lucky,"Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off. Comedies InternationalMovies Music&Musicals AmrinderGill HarishVerma SumeetSandhu AmarpreetGSChabbra Movie"
2768,s4570,Harishchandrachi Factory,"Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film. Dramas InternationalMovies NanduMadhav VibhawariDeshpande AmbarishDeshpande PareshMokashi Movie"
2769,s4572,Jagga Jasoos,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side. Action&Adventure Comedies InternationalMovies RanbirKapoor KatrinaKaif SaurabhShukla AnuragBasu Movie"
2770,s4573,Jatt James Bond,"Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her. Comedies Dramas InternationalMovies GippyGrewal GurpreetGuggi ZarineKhan RohitJugraj Movie"
2771,s4574,Jodhaa Akbar,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love. Action&Adventure Dramas InternationalMovies HrithikRoshan AishwaryaRaiBachchan SonuSood AshutoshGowariker Movie"
2772,s4575,Judge Singh LLB,"Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience. Comedies Dramas InternationalMovies RavinderGrewal B.N.Sharma SardarSohi AtharvBaluja Movie"
2773,s4576,Kaminey,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty. Dramas InternationalMovies Music&Musicals ShahidKapoor PriyankaChopra DebMukherjee VishalBhardwaj Movie"
2774,s4577,Khido Khundi,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British. Dramas InternationalMovies SportsMovies RanjitBawa MandyTakhar ManavVij RohitJugraj Movie
2775,s4578,Khoobsurat,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son. Comedies InternationalMovies RomanticMovies SonamKapoor FawadKhan KironKher ShashankaGhosh Movie
2776,s4579,Kisaan,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties. Action&Adventure Dramas InternationalMovies JackieShroff ArbaazKhan SohailKhan PuneetSira Movie
2777,s4580,Kismat Konnection,"A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed. Comedies Dramas InternationalMovies ShahidKapoor VidyaBalan JuhiChawla AzizMirza Movie"
2778,s4581,Kurbaan,"When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot. InternationalMovies Thrillers KareenaKapoor SaifAliKhan OmPuri RenzilD'Silva Movie"
2779,s4582,Lock,"A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong. Dramas InternationalMovies GippyGrewal GurpreetGuggi SmeepKang SmeepKang Movie"
2780,s4583,Luv Shuv Tey Chicken Khurana,"Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer. Comedies InternationalMovies RomanticMovies KunalKapoor HumaQureshi RajeshSharma SameerSharma Movie"
2781,s4584,"Main, Meri Patni Aur Woh","An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch. Comedies Dramas InternationalMovies RajpalYadav RituparnaSengupta KayKayMenon ChandanArora Movie"
2782,s4585,Manje Bistre,"While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else. Comedies Dramas InternationalMovies GippyGrewal SonamBajwa KaramjitAnmol BaljitSinghDeo Movie"
2783,s4586,Motor Mitraan Di,"When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake. Comedies InternationalMovies GurpreetGuggi HappyRaikoti VikramSingh AmitojMann Movie"
2784,s4587,Mugamoodi,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal. Action&Adventure InternationalMovies Jiiva PoojaHegde Narain Mysskin Movie
2785,s4588,Muran,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal. Action&Adventure InternationalMovies Prasanna Cheran Haripriya RajanMadhav Movie"
2786,s4589,My Friend Pinto,A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend. Comedies InternationalMovies Sci-Fi&Fantasy Prateik KalkiKoechlin ArjunMathur RaaghavDar Movie
2787,s4590,My Little Pony Equestria Girls: Forgotten Friendship,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this. Children&FamilyMovies AshleighBall AndreaLibman RebeccaShoichet IshiRudell Movie
2788,s4591,My Little Pony Equestria Girls: Rollercoaster of Friendship,"Rarity gets a summer job at Equestria Land, making Applejack feel jealous. But when their friends start vanishing, they must work together to find them. Children&FamilyMovies AshleighBall AndreaLibman RebeccaShoichet IshiRudell Movie"
2789,s4592,My Suicide,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family. Comedies Dramas IndependentMovies GabrielSunday DavidCarradine MarielHemingway DavidLeeMiller Movie"
2790,s4593,Naan Sigappu Manithan,"After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her. Action&Adventure Dramas InternationalMovies Vishal LakshmiMenon SaranyaPonvannan Thiru Movie"
2791,s4594,Nasha,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out. Dramas InternationalMovies RomanticMovies ShivamPatil PoonamPandey SheetalSingh AmitSaxena Movie"
2792,s4595,Naughty Jatts,"When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest. Comedies InternationalMovies Music&Musicals NeeruBajwa BinnuDhillon AryaBabbar PankajBatra Movie"
2793,s4596,Needhi Singh,"When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events. Action&Adventure Dramas InternationalMovies KulrajRandhawa NirmalRishi AshishDuggal JaiviDhanda Movie"
2794,s4597,Peace Haven,Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary. Comedies Dramas IndependentMovies SoumitraChatterjee ParanBanerjee ArunMukherjee SumanGhosh Movie
2795,s4598,Phantom,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai. Action&Adventure InternationalMovies SaifAliKhan KatrinaKaif SabyasachiChakraborty KabirKhan Movie
2796,s4599,Pizza,A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route. HorrorMovies InternationalMovies Thrillers AkshayOberoi ParvathyOmanakuttan ArunodaySingh AkshayAkkineni Movie
2797,s4600,Pooja Kiven Aa,"When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members. Comedies InternationalMovies Music&Musicals MissPooja TarunKhanna RajSinghJhinger NidhiSharma Movie"
2798,s4601,Race,"The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed. Action&Adventure InternationalMovies Music&Musicals SaifAliKhan AkshayeKhanna KatrinaKaif MastanAlibhaiBurmawalla,AbbasAlibhaiBurmawalla Movie"
2799,s4602,Race 2,"In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence. Action&Adventure InternationalMovies Music&Musicals AnilKapoor SaifAliKhan JohnAbraham AbbasAlibhaiBurmawalla,MastanAlibhaiBurmawalla Movie"
2800,s4603,Saadey CM Saab,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister. Comedies Dramas InternationalMovies HarbhajanMann KashishSingh GurpreetGuggi VipinParashar Movie
